formula,Tc,composition,category,is_superconductor,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,transition metal fraction,formula_original,requires_high_pressure,has_cuprate_elements,cu_o_ratio,has_iron_pnictide,has_mgb2_elements,hydrogen_fraction,transition_metal_count
B2Co(173/100)Fe(27/100)La,4.1,La1 Fe0.27 Co1.73 B2,Other,1,4.0,0.5680070422098656,0.48428342118821854,0.43468479235485036,0.4184063917865558,0.40854865820105263,5.0,57.0,52.0,24.145999999999997,15.3168,5.0,13.0,72.0,59.0,54.438,16.5752,72.0,10.811,138.90547,128.09447,55.512009469999995,35.760807576000005,10.811,1193.0,2348.0,1155.0,1887.3220000000001,368.5424,2348.0,3.0,13.0,10.0,9.346,2.9232,13.0,2.0,6.0,4.0,3.6,1.28,2.0,84.0,207.0,123.0,125.724,33.379200000000004,84.0,1.1,2.04,0.94,1.7853,0.2741199999999999,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.4,0.4800000000000001,1.0,0.0,7.0,7.0,2.946,3.1352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,5.346,2.8152,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4,5.0,0.0,9.0,9.0,3.054,2.480568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,5.054,1.5784000000000002,5.0,7.1725,36.8975,29.725,14.37269,9.009924000000002,7.1725,0.0,1.524,1.524,0.6096,0.73152,1.524,0.0,2.1106628,2.1106628,0.6497468264,0.77969619168,0.0,166.0,229.0,63.0,184.69,14.952000000000002,166.0,2.0,0.4,2.946,0.0,False,0.0,0.0,0.4,B2Co1.73Fe0.27La,0,0,0.0,0,0,0.0,3
FeSeTe,14.5,Fe1 Te1 Se1,Iron-based,1,3.0,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.37204105801130144,26.0,52.0,26.0,37.333333333333336,9.777777777777779,26.0,55.0,90.0,35.0,78.0,15.333333333333334,55.0,55.845,127.6,71.755,87.46833333333332,26.75444444444444,55.845,494.0,1811.0,1317.0,1009.2199999999999,534.52,494.0,8.0,16.0,8.0,13.333333333333334,3.5555555555555554,8.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,120.0,138.0,18.0,130.0,6.666666666666667,120.0,1.83,2.55,0.7199999999999998,2.16,0.25999999999999995,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,0.0,6.0,10.0,4.0,8.666666666666666,1.777777777777778,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,8.0,13.333333333333334,3.5555555555555554,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,0.0,0.0,4.0,4.0,1.3333333333333333,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,10.73,34.7633333333,24.033333333299996,23.804444444433333,8.716296296288888,10.73,0.0,0.799,0.799,0.42100000000000004,0.2806666666666667,0.0,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555556,0.0,14.0,229.0,215.0,131.66666666666666,78.44444444444444,14.0,2.0,2.6666666666666665,8.666666666666666,0.0,False,0.12155326065006866,0.020997566422918154,0.3333333333333333,FeSeTe,0,0,0.0,1,0,0.0,1
CuO2,91.0,Cu1 O2,Cuprates,1,2.0,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,8.0,29.0,21.0,15.0,9.333333333333334,8.0,64.0,87.0,23.0,79.33333333333333,10.222222222222223,87.0,15.9994,63.546,47.5466,31.848266666666664,21.131822222222223,15.9994,54.8,1357.77,1302.97,489.1233333333333,579.0977777777778,54.8,11.0,16.0,5.0,14.333333333333334,2.222222222222222,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,132.0,66.0,88.0,29.333333333333332,66.0,1.9,3.44,1.54,2.9266666666666663,0.6844444444444445,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,7.666666666666667,2.2222222222222223,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,9.105,11.07,1.9649999999999999,9.76,0.8733333333333331,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,83.0,94.66666666666667,12.0,1.6666666666666667,2.6666666666666665,3.3333333333333335,0.0,False,0.4472779356966061,0.09939509682146802,0.3333333333333333,CuO2,0,1,0.5,0,0,0.0,1
C60K,65.0,K1 C60,Other,1,2.0,0.9837431599132785,0.9836080752860606,0.9836065576300344,0.9836065573770993,0.9836065573770492,6.0,19.0,13.0,6.213114754098361,0.41924213920988984,6.0,3.0,77.0,74.0,75.78688524590164,2.3864552539639843,77.0,12.0107,39.0983,27.087600000000002,12.454759016393444,0.873558720773987,12.0107,336.53,3823.0,3486.4700000000003,3765.8447540983607,112.43654931470033,3823.0,1.0,14.0,13.0,13.78688524590164,0.41924213920988895,14.0,2.0,4.0,2.0,2.0327868852459017,0.06449879064767539,2.0,76.0,203.0,127.0,78.08196721311475,4.095673206127382,76.0,0.82,2.55,1.73,2.521639344262295,0.055791453910239014,2.55,1.0,2.0,1.0,1.9836065573770492,0.03224939532383769,2.0,0.0,2.0,2.0,1.9672131147540983,0.06449879064767539,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.9508196721311477,0.09674818597151288,4.0,0.0,1.0,1.0,0.01639344262295082,0.03224939532383768,0.0,0.0,4.0,4.0,3.9344262295081966,0.12899758129535077,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.9508196721311477,0.09674818597151288,4.0,5.64,73.1066666667,67.4666666667,6.746010928962295,2.17575920451599,5.64,0.0,4.496,4.496,4.4222950819672135,0.14499328137597423,4.496,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,194.5737704918033,1.1287288363343273,194.0,1.9836065573770492,1.9672131147540983,0.0,0.0,False,0.5267942520624656,0.008494398044543923,0.0,C60K,0,0,0.0,0,0,0.0,0
CCu(3/5)S2Ta2,4.9,Ta2 Cu0.6 C1 S2,Other,1,4.0,0.5463235193135126,0.4610939150670633,0.41162191820023875,0.3945434982863803,0.3827950357235386,6.0,73.0,67.0,35.964285714285715,26.454081632653068,16.0,48.0,88.0,40.0,69.17857142857143,16.237244897959187,48.0,12.0107,180.94788,168.93718,85.02929642857144,68.51327397959184,32.065,388.36,3823.0,3434.64,2141.8539285714287,1420.5136479591838,388.36,5.0,16.0,11.0,11.178571428571429,4.451530612244898,5.0,2.0,6.0,4.0,4.0,1.4285714285714286,3.0,76.0,170.0,94.0,125.92857142857144,32.780612244897966,105.0,1.5,2.58,1.08,2.116071428571429,0.4863520408163266,1.5,1.0,2.0,1.0,1.892857142857143,0.19132653061224478,2.0,0.0,4.0,4.0,1.7857142857142858,1.6581632653061227,0.0,0.0,10.0,10.0,2.142857142857143,2.295918367346939,0.0,0.0,14.0,14.0,5.0,6.428571428571429,0.0,4.0,19.0,15.0,10.821428571428573,5.880102040816327,6.0,0.0,1.0,1.0,0.10714285714285715,0.19132653061224494,0.0,0.0,4.0,4.0,1.4285714285714286,1.326530612244898,0.0,0.0,7.0,7.0,2.5,3.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,4.0357142857142865,2.1173469387755106,2.0,5.64,25.786875,20.146874999999998,17.874241071428575,5.827423469387753,18.12,0.0,4.496,4.496,1.5892857142857144,1.4757653061224492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,165.5357142857143,68.23979591836735,70.0,1.892857142857143,1.7857142857142858,2.142857142857143,5.0,False,0.0,0.0,0.46428571428571436,CCu0.6S2Ta2,0,0,0.0,0,0,0.0,2
CNi(1/4)S2Ta2,8.7,Ta2 Ni0.25 C1 S2,Other,1,4.0,0.573409265656776,0.489917927528656,0.438959722749498,0.4208398642163383,0.4083145842969344,6.0,73.0,67.0,36.38095238095238,27.900226757369616,16.0,48.0,88.0,40.0,69.38095238095238,17.08843537414966,48.0,12.0107,180.94788,168.93718,86.23044,72.16566857142858,32.065,388.36,3823.0,3434.64,2211.7561904761906,1435.3262585034013,388.36,5.0,16.0,11.0,11.142857142857142,4.789115646258503,5.0,2.0,6.0,4.0,4.0,1.5238095238095237,3.0,76.0,170.0,94.0,125.14285714285714,34.176870748299315,105.0,1.5,2.58,1.08,2.130952380952381,0.5017687074829932,1.5,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.9047619047619047,1.63265306122449,0.0,0.0,8.0,8.0,1.5238095238095237,1.7414965986394557,0.0,0.0,14.0,14.0,5.333333333333333,6.603174603174603,0.0,4.0,19.0,15.0,10.761904761904763,6.2766439909297045,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5238095238095237,1.306122448979592,0.0,0.0,7.0,7.0,2.761904761904762,3.229024943310657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.285714285714286,2.068027210884354,2.0,5.64,25.786875,20.146874999999998,18.292142857142856,5.710272108843536,18.12,0.0,4.496,4.496,1.6952380952380952,1.4530612244897958,0.0,0.0,0.5953947,0.5953947,0.028352128571428575,0.05400405442176871,0.0,70.0,229.0,159.0,161.57142857142858,69.7687074829932,70.0,2.0,1.9047619047619047,1.5238095238095237,5.333333333333333,False,0.0,0.0,0.42857142857142855,CNi0.25S2Ta2,0,0,0.0,0,0,0.0,2
CMcS2Ta2,4.6,Mc1 Ta2 C1 S2,Other,1,4.0,0.5270462766947299,0.4367902323681494,0.3852632081216715,0.3684392168216066,0.3572926939821315,6.0,73.0,67.0,40.083333333333336,27.416666666666668,16.0,48.0,88.0,40.0,66.83333333333333,17.5,48.0,12.0107,180.94788,168.93718,96.12455892854166,70.74432559520834,32.065,388.36,3823.0,3434.64,2079.3652475247522,1388.301419141914,388.36,5.0,16.0,11.0,10.651785714285714,4.681547619047619,5.0,2.0,6.0,4.0,4.1934523809523805,1.5267857142857142,3.0,76.0,170.0,94.0,129.66493055555557,34.33159722222222,105.0,1.5,2.58,1.08,2.0708503401360545,0.49914965986394555,1.5,1.8214285714285714,2.0,0.1785714285714286,1.9702380952380951,0.049603174603174684,2.0,0.0,4.0,4.0,1.8244047619047619,1.5089285714285714,0.0,0.0,3.767857142857143,3.767857142857143,1.6279761904761905,1.6279761904761905,0.0,0.0,14.0,14.0,5.5059523809523805,5.662698412698412,0.0,4.0,19.0,15.0,10.928571428571429,5.595238095238095,6.0,0.0,0.16071428571428573,0.16071428571428573,0.026785714285714288,0.04464285714285715,0.0,0.0,4.0,4.0,1.4523809523809526,1.2142857142857142,0.0,0.0,7.0,7.0,2.6875,2.875,0.0,0.0,1.3392857142857142,1.3392857142857142,0.2232142857142857,0.3720238095238095,0.0,2.0,7.0,5.0,4.3898809523809526,1.740079365079365,2.0,5.64,25.786875,20.146874999999998,19.79344152109464,5.833441521094642,18.12,0.0,4.496,4.496,1.614248511904762,1.3524181547619047,0.0,0.0,0.09195699925466953,0.09195699925466953,0.015326166542444923,0.02554361090407487,0.0,70.0,229.0,159.0,162.41929824561404,61.61286549707602,70.0,1.9702380952380951,1.8244047619047619,1.6279761904761905,5.5059523809523805,False,0.2529326968628044,0.056106836435983014,0.3333333333333333,CMcS2Ta2,0,0,0.0,0,0,0.0,1
CCo(33/100)S2Ta2,4.6,Ta2 Co0.33 C1 S2,Other,1,4.0,0.5662467966091472,0.4827565030870194,0.4323751162323921,0.41452340254913084,0.4021860354711935,6.0,73.0,67.0,36.19324577861163,27.622329622055066,16.0,48.0,88.0,40.0,69.06941838649155,17.1826434673641,48.0,12.0107,180.94788,168.93718,85.83197267354596,71.38154395981542,32.065,388.36,3823.0,3434.64,2206.971857410882,1419.1686408132662,388.36,5.0,16.0,11.0,11.063789868667918,4.806240297934801,5.0,2.0,6.0,4.0,4.0,1.5009380863039399,3.0,76.0,170.0,94.0,125.24953095684802,33.67677030789647,105.0,1.5,2.58,1.08,2.12577861163227,0.5000616004139549,1.5,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.876172607879925,1.6403310230244745,0.0,0.0,7.0,7.0,1.5590994371482176,1.7550837941630966,0.0,0.0,14.0,14.0,5.25328330206379,6.564140111021547,0.0,4.0,19.0,15.0,10.688555347091931,6.237481915878474,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5009380863039399,1.3122648184195798,0.0,0.0,7.0,7.0,2.8123827392120075,3.165909274910327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.313320825515948,2.016269549331372,2.0,5.64,25.786875,20.146874999999998,18.167842401500938,5.717848103939257,18.12,0.0,4.496,4.496,1.6697936210131332,1.4598946104917827,0.0,0.0,1.5484712,1.5484712,0.09587157523452158,0.17987162332930878,0.0,70.0,229.0,159.0,160.60412757973734,67.99559293038449,70.0,2.0,1.876172607879925,1.5590994371482176,5.25328330206379,False,0.0,0.0,0.4371482176360225,CCo0.33S2Ta2,0,0,0.0,0,0,0.0,2
BCOSm,86.5,Sm1 B1 C1 O1,Other,1,4.0,0.5,0.3968502629920499,0.32987697769322355,0.3047534135511189,0.2871745887492587,5.0,62.0,57.0,20.25,20.875,5.0,23.0,87.0,64.0,64.75,20.875,23.0,10.811,150.36,139.549,47.29527500000001,51.53236250000002,10.811,54.8,3823.0,3768.2,1892.7,1192.8000000000002,54.8,3.0,16.0,13.0,11.5,4.25,3.0,2.0,6.0,4.0,3.0,1.5,2.0,66.0,198.0,132.0,106.0,46.0,66.0,1.17,3.44,2.27,2.3,0.695,1.17,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.75,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.5,2.25,0.0,3.0,8.0,5.0,5.25,1.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,3.0,0.0,2.0,8.0,6.0,4.75,1.75,2.0,5.64,33.23,27.589999999999996,13.786874999999998,9.7215625,5.64,0.0,4.496,4.496,1.5050000000000001,1.5050000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,134.5,61.25,12.0,2.0,1.75,0.0,1.5,True,0.7242401773760752,0.11908867296076188,0.0,BCOSm,0,0,0.0,0,0,0.0,0
B(47/25)C(3/25)Li(3/25)Mg(22/25),32.8,Li0.12 Mg0.88 B1.88 C0.12,Other,1,4.0,0.69423018917039,0.6474986045033189,0.6294583252448692,0.6271065104961215,0.6266983030014035,3.0,12.0,9.0,7.013333333333333,2.925511111111111,5.0,1.0,77.0,76.0,68.18666666666667,5.484444444444445,72.0,6.941,24.305,17.364,14.662428,5.656975573333333,10.811,453.69,3823.0,3369.31,1913.2276000000002,697.6965333333333,2348.0,1.0,14.0,13.0,9.333333333333332,4.968888888888889,13.0,2.0,3.0,1.0,2.2933333333333334,0.4145777777777779,2.0,76.0,141.0,65.0,102.16000000000001,24.85333333333334,84.0,0.98,2.55,1.5699999999999998,1.8038666666666667,0.35564444444444443,2.04,1.0,2.0,1.0,1.96,0.07680000000000002,2.0,0.0,2.0,2.0,0.7066666666666667,0.4711111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.6666666666666665,0.5244444444444445,3.0,0.0,1.0,1.0,0.04,0.07680000000000001,0.0,0.0,5.0,5.0,3.293333333333333,2.1955555555555555,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.3333333333333326,2.1422222222222227,5.0,5.64,22.89,17.25,12.098499999998666,6.690599999998223,7.1725,0.0,4.496,4.496,1.1348799999999999,0.7565866666666667,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,177.85333333333332,14.856177777777775,166.0,1.96,0.7066666666666667,0.0,0.0,False,0.0,0.0,0.0,B1.88C0.12Li0.12Mg0.88,0,0,0.0,0,1,0.0,0
CuMn3N,167.0,Mn3 Cu1 N1,Other,1,3.0,0.66332495807108,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,7.0,29.0,22.0,22.2,6.08,25.0,52.0,82.0,30.0,60.4,10.08,52.0,14.0067,63.546,49.5393,48.473367,13.7866668,54.938045,63.05,1519.0,1455.95,1195.564,453.00559999999996,1519.0,7.0,15.0,8.0,9.4,2.88,7.0,2.0,4.0,2.0,3.6,0.6399999999999999,4.0,71.0,139.0,68.0,124.0,21.2,139.0,1.55,3.04,1.49,1.918,0.4488,1.55,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,10.0,10.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,7.4,1.4400000000000002,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.8,1.44,5.0,10.4875862069,14.76875,4.281163793100001,11.46030172414,1.3233793103440008,10.4875862069,0.0,6.437,6.437,1.2874,2.0598400000000003,0.0,0.0,0.000310120689655,0.000310120689655,0.000186072413793,0.00014885793103439998,0.000310120689655,194.0,225.0,31.0,214.0,8.0,217.0,1.8,0.6,5.0,0.0,False,0.42594209043069775,0.06582836310119171,0.8,CuMn3N,0,0,0.0,0,0,0.0,2
AsGa(21/25)In(4/25),91.0,In0.16 Ga0.84 As1,Other,1,3.0,0.657875368135941,0.5844134184089462,0.5361973382579758,0.5188155681596097,0.508124505797745,31.0,49.0,18.0,33.44,2.489599999999998,33.0,74.0,84.0,10.0,79.08,4.92,84.0,69.723,114.818,45.095,75.9299,6.222096000000004,74.9216,302.91,1090.0,787.0899999999999,706.6022,383.39779999999996,1090.0,13.0,15.0,2.0,14.0,1.0,15.0,4.0,5.0,1.0,4.08,0.14720000000000005,4.0,119.0,142.0,23.0,122.1,3.1839999999999953,119.0,1.78,2.18,0.40000000000000013,1.9926,0.18740000000000007,2.18,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,18.8575,24.26,5.4025,20.94845,1.7563979999999995,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,121.0,47.879999999999995,166.0,2.0,2.0,10.0,0.0,False,0.0,0.0,0.0,AsGa0.84In0.16,0,0,0.0,0,0,0.0,0
AsGa(957/1000)Mn(43/1000),80.0,Mn0.043 Ga0.957 As1,Other,1,3.0,0.692404867111721,0.616722537750912,0.5625424177802099,0.540955409470937,0.5254959029669447,25.0,33.0,8.0,31.871,1.129,33.0,52.0,84.0,32.0,78.527,5.473,84.0,54.938045,74.9216,19.983554999999996,72.0044234675,2.917176532499999,74.9216,302.91,1519.0,1216.09,722.600935,401.644224795,1090.0,7.0,15.0,8.0,13.870999999999999,1.129,15.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,139.0,20.0,120.8655,1.8655,119.0,1.55,2.18,0.6300000000000001,1.9894100000000001,0.19059000000000004,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.9785,1.0215,3.0,5.0,10.0,5.0,9.8925,0.21037749999999994,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,8.0,13.870999999999999,1.129,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.8925,1.0598774999999998,3.0,0.0,5.0,5.0,0.10749999999999998,0.21037749999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,10.4875862069,22.175,11.687413793100001,20.336296853448353,1.8387031465516497,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.667594827582499e-06,1.304848307757895e-05,0.0,64.0,217.0,153.0,118.2895,51.955051499999996,166.0,2.0,1.9785,9.8925,0.0,False,0.0,0.0,0.0215,AsGa0.957Mn0.043,0,0,0.0,0,0,0.0,1
BiO2Y2,2.0,Y2 Bi1 O2,Bismuthates,1,3.0,0.6000000000000001,0.5142563181316472,0.46090632396042813,0.4418818424353128,0.4287303134918266,8.0,83.0,75.0,35.4,21.919999999999998,8.0,12.0,87.0,75.0,56.8,35.839999999999996,12.0,15.9994,208.9804,192.981,83.75818000000001,54.207024000000004,15.9994,54.8,1799.0,1744.2,850.4,758.8799999999999,54.8,3.0,16.0,13.0,10.6,6.08,3.0,2.0,6.0,4.0,4.0,1.6,2.0,66.0,190.0,124.0,132.0,52.8,66.0,1.22,3.44,2.2199999999999998,2.268,0.9376,1.22,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2,1.7600000000000002,0.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,3.0,29.0,26.0,9.4,7.840000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.4,1.12,0.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.0,3.2,2.0,9.105,32.95,23.845000000000002,23.178000000000004,11.2584,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,2.0,2.2,2.4,2.8,False,0.7083205926780534,0.15683587371614963,0.0,BiO2Y2,0,0,0.0,0,0,0.0,1
